t,success,mid,pmt,pg,sub_type,hr,bank
35,20,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 15,UPI
20,16,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 18,UPI
109,69,purplle.com,UPI,PAYU,UPI_PAY,2020-02-12 17,UPI
46,28,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 14,UPI
91,59,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-12 20,UPI
25,15,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 16,UPI
16,5,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 20,UPI
84,51,purplle.com,UPI,PAYU,UPI_PAY,2020-02-12 16,UPI
30,22,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 15,UPI
54,37,purplle.com,UPI,PAYU,UPI_PAY,2020-02-12 18,UPI
18,9,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 18,UPI
8,7,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 19,UPI
25,16,purplle.com,UPI,PAYU,UPI_PAY,2020-02-12 19,UPI
28,17,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 17,UPI
29,20,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 17,UPI
7,6,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 19,UPI
47,24,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 14,UPI
44,33,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 17,UPI
18,14,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 16,UPI
3,3,purplle.com,UPI,PAYU,UPI_PAY,2020-02-14 22,UPI
3,0,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 00,UPI
3,1,purplle.com,UPI,PAYU,UPI_PAY,2020-02-14 23,UPI
15,12,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-14 22,UPI
16,12,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 16,UPI
4,1,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 19,UPI
1,1,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 21,UPI
18,11,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 02,UPI
238,143,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-13 01,UPI
597,373,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-13 13,UPI
392,235,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 07,UPI
25,18,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 09,UPI
48,38,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 04,UPI
85,35,purplle.com,UPI,PAYU,UPI_PAY,2020-02-13 12,UPI
293,199,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 11,UPI
337,225,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 09,UPI
410,272,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 04,UPI
88,45,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 01,UPI
158,73,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-13 08,UPI
343,218,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 10,UPI
75,43,purplle.com,UPI,PAYU,UPI_PAY,2020-02-13 04,UPI
15,8,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 03,UPI
18,11,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 08,UPI
28,22,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 04,UPI
135,59,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-13 07,UPI
34,16,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 09,UPI
39,17,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 07,UPI
31,15,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 07,UPI
48,32,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 11,UPI
38,28,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 09,UPI
79,44,purplle.com,UPI,PAYU,UPI_PAY,2020-02-13 11,UPI
5,2,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 12,UPI
24,16,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 11,UPI
42,28,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 06,UPI
37,28,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 06,UPI
16,6,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 08,UPI
18,12,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 11,UPI
40,29,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 05,UPI
22,12,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 07,UPI
24,21,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 11,UPI
21,13,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 02,UPI
18,13,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 11,UPI
28,21,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 12,UPI
16,11,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 09,UPI
34,23,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 10,UPI
263,191,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 16,UPI
245,146,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 17,UPI
67,37,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-13 20,UPI
20,6,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 18,UPI
33,8,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 13,UPI
34,25,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 16,UPI
12,5,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 01,UPI
6,4,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 11,UPI
88,29,purplle.com,UPI,PAYU,UPI_PAY,2020-02-13 14,UPI
189,118,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-13 16,UPI
14,8,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 23,UPI
26,16,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 21,UPI
12,9,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 01,UPI
80,41,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 17,UPI
20,12,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 17,UPI
40,21,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 16,UPI
53,31,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 15,UPI
41,31,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 17,UPI
9,2,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 21,UPI
48,32,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 20,UPI
24,2,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 18,UPI
89,56,purplle.com,UPI,PAYU,UPI_PAY,2020-02-13 17,UPI
17,9,purplle.com,UPI,PAYU,UPI_PAY,2020-02-13 20,UPI
11,2,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 23,UPI
10,7,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 17,UPI
26,16,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 16,UPI
32,22,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 14,UPI
33,20,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 15,UPI
11,7,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 18,UPI
4,1,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 19,UPI
2,0,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 22,UPI
2,0,pharmeasytech,UPI,,UPI_COLLECT,2020-02-14 03,UPI
3,2,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 20,UPI
1,1,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 20,UPI
6,6,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 00,UPI
16,9,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 08,UPI
23,16,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 12,UPI
21,13,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 13,UPI
16,8,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 17,UPI
26,19,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 17,UPI
13,7,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 14,UPI
13,12,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 07,UPI
4,2,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 21,UPI
16,1,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 19,UPI
1,1,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 23,UPI
4,4,purplle.com,UPI,PAYU,UPI_PAY,2020-02-12 22,UPI
13,6,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 10,UPI
12,4,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 10,UPI
9,5,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 03,UPI
3,2,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 01,UPI
15,1,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 18,UPI
12,10,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 15,UPI
4,0,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 20,UPI
4,3,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 22,UPI
6,1,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 20,UPI
15,11,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 16,UPI
2,2,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 19,UPI
4,3,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 21,UPI
1,1,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 19,UPI
12,4,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 06,UPI
1,0,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 02,UPI
1,1,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 00,UPI
9,1,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 20,UPI
2,0,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 23,UPI
7,5,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 20,UPI
1,0,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 23,UPI
1,0,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 22,UPI
6,4,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 00,UPI
4,3,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 01,UPI
8,1,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 18,UPI
1,1,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 23,UPI
1,1,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 22,UPI
2,2,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 21,UPI
1,1,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 00,UPI
68,44,purplle.com,UPI,PAYU,UPI_PAY,2020-02-14 07,UPI
399,265,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-14 08,UPI
72,55,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-14 01,UPI
41,8,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 06,UPI
321,230,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-14 03,UPI
38,7,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 05,UPI
25,21,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 11,UPI
349,235,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-14 10,UPI
29,25,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 10,UPI
75,45,purplle.com,UPI,PAYU,UPI_PAY,2020-02-14 12,UPI
43,8,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 04,UPI
367,231,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-14 09,UPI
658,484,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-14 07,UPI
456,323,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-14 06,UPI
335,237,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-14 08,UPI
39,8,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 07,UPI
63,40,purplle.com,UPI,PAYU,UPI_PAY,2020-02-14 09,UPI
180,117,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-14 02,UPI
192,147,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-14 03,UPI
24,18,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 13,UPI
35,20,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 08,UPI
24,16,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 03,UPI
17,8,purplle.com,UPI,PAYU,UPI_PAY,2020-02-14 01,UPI
53,10,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 06,UPI
25,5,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 04,UPI
93,70,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-14 01,UPI
66,12,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 04,UPI
1,0,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 00,UPI
32,1,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 06,UPI
21,17,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 06,UPI
13,2,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 01,UPI
35,24,purplle.com,UPI,PAYU,UPI_PAY,2020-02-14 04,UPI
12,8,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 12,UPI
20,16,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 08,UPI
31,23,purplle.com,UPI,PAYU,UPI_PAY,2020-02-14 03,UPI
33,25,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 05,UPI
10,2,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 03,UPI
248,155,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-14 18,UPI
37,24,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 17,UPI
4,0,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 01,UPI
4,4,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 01,UPI
17,14,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 13,UPI
30,17,purplle.com,UPI,PAYU,UPI_COLLECT,2020-02-14 07,UPI
37,27,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 17,UPI
34,29,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 15,UPI
75,49,purplle.com,UPI,PAYU,UPI_PAY,2020-02-14 16,UPI
32,23,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 16,UPI
308,206,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-14 16,UPI
7,5,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 19,UPI
26,16,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-14 21,UPI
27,22,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 15,UPI
42,32,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 15,UPI
30,10,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 17,UPI
56,37,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 15,UPI
12,10,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 18,UPI
53,26,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-14 20,UPI
37,21,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-14 17,UPI
26,16,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-14 22,UPI
21,14,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 16,UPI
12,10,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 17,UPI
19,14,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 15,UPI
25,20,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 13,UPI
24,15,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 19,UPI
11,10,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 18,UPI
14,6,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 15,UPI
17,9,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 16,UPI
9,1,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 08,UPI
1,0,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 07,UPI
11,7,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 12,UPI
7,4,purplle.com,UPI,PAYU,UPI_COLLECT,2020-02-14 08,UPI
13,2,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 01,UPI
18,11,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 18,UPI
9,4,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 10,UPI
29,20,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 18,UPI
7,7,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 22,UPI
5,4,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 18,UPI
9,7,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 21,UPI
7,3,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 23,UPI
7,5,purplle.com,UPI,PAYU,UPI_PAY,2020-02-14 21,UPI
262,164,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-12 11,UPI
386,245,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-12 06,UPI
79,42,purplle.com,UPI,PAYU,UPI_PAY,2020-02-12 05,UPI
281,181,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-12 10,UPI
46,18,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 05,UPI
80,54,purplle.com,UPI,PAYU,UPI_PAY,2020-02-12 12,UPI
422,209,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-12 05,UPI
162,107,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-12 04,UPI
7,5,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 04,UPI
50,39,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 03,UPI
283,186,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-12 12,UPI
18,14,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 01,UPI
29,19,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 02,UPI
65,42,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 04,UPI
85,49,purplle.com,UPI,PAYU,UPI_PAY,2020-02-12 09,UPI
29,16,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 06,UPI
23,19,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 09,UPI
38,28,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 06,UPI
19,10,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 12,UPI
40,34,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 06,UPI
29,19,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 10,UPI
36,17,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 08,UPI
16,13,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 11,UPI
39,30,purplle.com,UPI,PAYU,UPI_PAY,2020-02-12 03,UPI
26,17,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 03,UPI
33,25,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 09,UPI
30,23,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 08,UPI
20,13,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 09,UPI
22,16,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 12,UPI
26,19,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 08,UPI
62,40,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 05,UPI
3340,2462,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-12 15,UPI
17,12,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 07,UPI
24,12,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 05,UPI
28,19,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 06,UPI
25,19,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 05,UPI
31,22,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 11,UPI
75,43,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-12 16,UPI
255,165,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-12 16,UPI
246,160,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-12 17,UPI
300,187,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-12 14,UPI
100,45,purplle.com,UPI,PAYU,UPI_PAY,2020-02-12 14,UPI
35,23,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 19,UPI
95,67,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-12 18,UPI
185,113,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-12 19,UPI
98,59,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-12 17,UPI
158,102,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-12 21,UPI
18,11,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 19,UPI
1,1,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 22,UPI
9,7,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 18,UPI
24,18,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 18,UPI
156,107,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-12 18,UPI
26,21,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 14,UPI
24,16,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 16,UPI
51,29,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 15,UPI
14,8,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 13,UPI
29,15,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 13,UPI
8,5,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 20,UPI
19,12,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-12 15,UPI
10,5,purplle.com,UPI,PAYU,UPI_PAY,2020-02-12 21,UPI
15,3,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 06,UPI
14,3,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 00,UPI
7,6,purplle.com,UPI,PAYU,UPI_COLLECT,2020-02-14 06,UPI
3,2,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 23,UPI
9,3,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 23,UPI
5,2,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 23,UPI
5,4,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-14 19,UPI
464,299,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 05,UPI
397,208,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 08,UPI
193,125,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 02,UPI
33,24,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 07,UPI
64,36,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-13 02,UPI
312,196,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 12,UPI
46,16,drivezy,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 05,UPI
15,1,fanfight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 05,UPI
23,14,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 00,UPI
27,17,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 12,UPI
296,207,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-13 00,UPI
24,16,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 04,UPI
323,214,urbanclap,UPI,PAYTM_V2,UPI_PAY,2020-02-13 03,UPI
28,24,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 12,UPI
86,38,purplle.com,UPI,PAYU,UPI_PAY,2020-02-13 06,UPI
81,24,purplle.com,UPI,PAYU,UPI_PAY,2020-02-13 07,UPI
34,25,medlife_prod,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 02,UPI
12,12,countrydelight,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 01,UPI
28,15,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 08,UPI
2,2,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 01,UPI
36,20,urbanclap,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 05,UPI
13,6,purplle.com,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 12,UPI
122,72,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-13 09,UPI
21,16,pharmeasytech,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 13,UPI
47,22,zivame,UPI,PAYTM_V2,UPI_COLLECT,2020-02-13 06,UPI
232,145,fanfight,UPI,PAYTM_UPI,UPI_PAY,2020-02-13 12,UPI
